4.463e-09,1.7906e-05,0.26406
5.2827e-09,1.0225e-05,0.26731
4.5443e-09,1.4944e-05,0.25719
2.1e-09,3.865e-05,0.27122
3.0151e-09,4.3915e-05,0.24904
4.3418e-09,8.9908e-06,0.26357
5.2489e-09,1.1127e-05,0.26076
4.0262e-09,1.8536e-06,0.27214
6.2158e-09,2.895e-05,0.25505
4.1553e-09,2.5395e-05,0.2574
8.5314e-09,-8.9317e-06,0.27531
3.7886e-09,1.708e-05,0.26105
5.0273e-09,1.1654e-05,0.25957
4.3894e-09,1.8088e-05,0.26013
5.3582e-09,1.7134e-05,0.26042
4.3013e-09,3.2906e-05,0.25131
6.6488e-09,1.5868e-06,0.26648
5.9862e-09,7.7731e-06,0.26547
5.9367e-09,7.6854e-06,0.2605
4.4933e-09,1.4363e-05,0.26353
5.0158e-09,8.7383e-06,0.25771
9.2525e-09,-8.8592e-06,0.2806
5.3569e-09,1.6287e-05,0.25747
7.6422e-09,-7.5522e-06,0.27377
5.5357e-09,2.0171e-05,0.25225
4.3439e-09,1.9525e-05,0.26091
6.0067e-09,-7.8655e-06,0.2682
2.727e-09,4.345e-05,0.25552
6.0258e-09,2.7399e-05,0.26721
5.4383e-09,8.1876e-06,0.26631
5.9361e-09,6.4148e-06,0.26254
3.5657e-09,3.661e-05,0.25797
3.3328e-09,6.3215e-06,0.25862
3.4718e-09,4.4836e-05,0.25118
5.3402e-09,2.2941e-05,0.25055
5.4104e-09,6.3773e-06,0.26445
2.0181e-09,3.9479e-05,0.26375
3.8334e-09,6.0894e-05,0.25711
6.1441e-09,-3.4763e-06,0.26851
7.3602e-09,-2.3269e-06,0.27223
3.9143e-09,1.771e-05,0.25988
2.4051e-09,6.1877e-05,0.26515
4.5074e-09,2.3339e-05,0.25091
4.9683e-09,2.545e-05,0.26003
4.6984e-09,1.2255e-05,0.26782
5.1161e-09,-3.397e-07,0.26545
3.6789e-09,4.1958e-05,0.24969
6.6797e-09,6.1006e-06,0.26038
8.9674e-09,-1.4149e-06,0.27114
4.1374e-09,1.3619e-05,0.26331
