4783,0.98273,0.0025357
7774.6,0.98716,0.0042121
4793.2,0.98622,0.0048864
6295.4,0.98784,0.008436
6177.5,0.98423,0.0032623
5893.9,0.98706,0.0067179
5785.1,0.98444,0.0038932
6280.6,0.98434,0.0036754
7290.5,0.98556,0.0069048
5586.5,0.98456,0.0039479
4494.2,0.98644,0.004879
6240.8,0.99638,0.0015347
6902,1.1136,0.00075671
3697.6,0.98775,0.005472
5095.7,0.98804,0.0068652
8381.2,0.98743,0.0058909
5992.9,0.9866,0.006313
2901,0.9873,0.0048649
4797.4,0.98941,0.0082304
8190.2,0.98535,0.0083083
6691.3,0.98591,0.0064348
6646.2,0.99387,0.0018983
4192.6,0.98042,0.0016824
6392.8,0.9865,0.0067523
2650.4,0.9767,0.0018745
6484.4,0.98467,0.0044032
8176.4,0.98832,0.0048348
7546.8,1.0033,0.0022289
7491.9,0.98581,0.0078583
7291.3,0.98574,0.007253
4873.5,0.98305,0.0016616
6289.8,0.98554,0.0054425
7682.3,0.98536,0.0051978
6675.8,0.98479,0.0034693
6385.4,0.98474,0.0044861
4878.6,0.98252,0.0021732
6384.3,0.98463,0.0042961
6295.1,0.98763,0.0081214
4878.3,0.98824,0.0011361
5170.4,0.98349,0.001913
7986.7,0.9853,0.0066087
5692.7,0.9865,0.0058598
4892.5,0.98598,0.0047562
5747.7,0.99209,0.0014395
2403.6,0.98792,0.0051906
5685.8,0.98451,0.0039289
6481.1,0.98448,0.0038963
2102.3,0.99108,0.0081143
7578.9,0.98567,0.004551
7383.9,0.985,0.0051775
